dataset_id,workflow,model_family,strategy,iteration,sera
DS21,mc.BDES,BDES,baseline,1,461640503.35975873
DS21,mc.BDES,BDES,baseline,2,255797680.02728802
DS21,mc.BDES,BDES,baseline,3,343178709.7378711
DS21,mc.BDES,BDES,baseline,4,31881370.540872626
DS21,mc.BDES,BDES,baseline,5,464452275.9217231
DS21,mc.BDES,BDES,baseline,6,470044041.8238178
DS21,mc.BDES,BDES,baseline,7,240880181.3141612
DS21,mc.BDES,BDES,baseline,8,113253482.37097567
DS21,mc.BDES,BDES,baseline,9,332753407.4619183
DS21,mc.BDES,BDES,baseline,10,389594996.14808524
DS21,mc.BDES,BDES,baseline,11,389313159.6595806
DS21,mc.BDES,BDES,baseline,12,299306528.66163343
DS21,mc.BDES,BDES,baseline,13,308788801.00367796
DS21,mc.BDES,BDES,baseline,14,369039555.6225848
DS21,mc.BDES,BDES,baseline,15,350496093.68548506
DS21,mc.BDES,BDES,baseline,16,131836918.94677189
DS21,mc.BDES,BDES,baseline,17,126956004.7871433
DS21,mc.BDES,BDES,baseline,18,149759005.93408415
DS21,mc.BDES,BDES,baseline,19,357217090.1858987
DS21,mc.BDES,BDES,baseline,20,406231765.22441655
DS21,mc.BDES,BDES,baseline,21,526441462.8594278
DS21,mc.BDES,BDES,baseline,22,522436816.9336775
DS21,mc.BDES,BDES,baseline,23,311902952.50373423
DS21,mc.BDES,BDES,baseline,24,219222001.0566923
DS21,mc.BDES,BDES,baseline,25,720865077.6668864
DS21,mc.BDES,BDES,baseline,26,434045421.1067909
DS21,mc.BDES,BDES,baseline,27,438131819.75420254
DS21,mc.BDES,BDES,baseline,28,471108155.4015734
DS21,mc.BDES,BDES,baseline,29,316779834.3607603
DS21,mc.BDES,BDES,baseline,30,85342945.45623
DS21,mc.BDES,BDES,baseline,31,171650838.8496221
DS21,mc.BDES,BDES,baseline,32,391098423.9195415
DS21,mc.BDES,BDES,baseline,33,83474978.37513803
DS21,mc.BDES,BDES,baseline,34,77216202.47303684
DS21,mc.BDES,BDES,baseline,35,73149369.3003565
DS21,mc.BDES,BDES,baseline,36,99214403.06676337
DS21,mc.BDES,BDES,baseline,37,168823951.89489928
DS21,mc.BDES,BDES,baseline,38,361502344.04193926
DS21,mc.BDES,BDES,baseline,39,338635828.02754474
DS21,mc.BDES,BDES,baseline,40,566738351.3896368
DS21,mc.BDES,BDES,baseline,41,159046891.73665422
DS21,mc.BDES,BDES,baseline,42,182402586.55730358
DS21,mc.BDES,BDES,baseline,43,162220170.53360024
DS21,mc.BDES,BDES,baseline,44,190042235.19809484
DS21,mc.BDES,BDES,baseline,45,341082960.50530285
DS21,mc.BDES,BDES,baseline,46,255274891.1193272
DS21,mc.BDES,BDES,baseline,47,212001413.2417983
DS21,mc.BDES,BDES,baseline,48,572033206.6558812
DS21,mc.BDES,BDES,baseline,49,236458601.78463116
