dataset_id,workflow,model_family,strategy,iteration,sera
DS10,mc.BDES,BDES,baseline,1,743.4455861188427
DS10,mc.BDES,BDES,baseline,2,738.6400819563975
DS10,mc.BDES,BDES,baseline,3,724.6528789552526
DS10,mc.BDES,BDES,baseline,4,757.43477362617
DS10,mc.BDES,BDES,baseline,5,764.6871423690272
DS10,mc.BDES,BDES,baseline,6,766.7083525756602
DS10,mc.BDES,BDES,baseline,7,818.4283544354981
DS10,mc.BDES,BDES,baseline,8,812.5754701553626
DS10,mc.BDES,BDES,baseline,9,819.3996830296853
DS10,mc.BDES,BDES,baseline,10,833.5172485180019
DS10,mc.BDES,BDES,baseline,11,803.4198554031605
DS10,mc.BDES,BDES,baseline,12,845.1752391070073
DS10,mc.BDES,BDES,baseline,13,837.6507567157805
DS10,mc.BDES,BDES,baseline,14,838.9249267231014
DS10,mc.BDES,BDES,baseline,15,854.9109465468919
DS10,mc.BDES,BDES,baseline,16,836.6442087073303
DS10,mc.BDES,BDES,baseline,17,843.6379019836504
DS10,mc.BDES,BDES,baseline,18,845.7408539147791
DS10,mc.BDES,BDES,baseline,19,837.8225964203943
DS10,mc.BDES,BDES,baseline,20,842.312688765915
DS10,mc.BDES,BDES,baseline,21,828.8743775113726
DS10,mc.BDES,BDES,baseline,22,831.1127304729475
DS10,mc.BDES,BDES,baseline,23,809.5392529365389
DS10,mc.BDES,BDES,baseline,24,807.0274717752475
DS10,mc.BDES,BDES,baseline,25,803.9589999952696
DS10,mc.BDES,BDES,baseline,26,791.4299366961287
DS10,mc.BDES,BDES,baseline,27,787.4801485727203
DS10,mc.BDES,BDES,baseline,28,812.4394922295844
DS10,mc.BDES,BDES,baseline,29,813.7749350610995
DS10,mc.BDES,BDES,baseline,30,876.8825227515745
DS10,mc.BDES,BDES,baseline,31,865.7166127375821
DS10,mc.BDES,BDES,baseline,32,853.090729992468
DS10,mc.BDES,BDES,baseline,33,853.6395019424374
DS10,mc.BDES,BDES,baseline,34,859.4964115884007
DS10,mc.BDES,BDES,baseline,35,855.6386385519908
DS10,mc.BDES,BDES,baseline,36,840.4179262129134
DS10,mc.BDES,BDES,baseline,37,842.3338356677828
