dataset_id,workflow,model_family,strategy,iteration,sera
DS18,mc.BDES,BDES,baseline,1,0.018690607234990157
DS18,mc.BDES,BDES,baseline,2,0.01714328225071448
DS18,mc.BDES,BDES,baseline,3,0.017334696242058675
DS18,mc.BDES,BDES,baseline,4,0.01840941346311733
DS18,mc.BDES,BDES,baseline,5,0.018229900568063253
DS18,mc.BDES,BDES,baseline,6,0.018208690307453618
DS18,mc.BDES,BDES,baseline,7,0.01815418919425221
DS18,mc.BDES,BDES,baseline,8,0.01813684955837797
DS18,mc.BDES,BDES,baseline,9,0.018592102222845203
DS18,mc.BDES,BDES,baseline,10,0.018420613214107068
DS18,mc.BDES,BDES,baseline,11,0.018555063051119175
DS18,mc.BDES,BDES,baseline,12,0.018671795453793955
DS18,mc.BDES,BDES,baseline,13,0.01875755735512177
DS18,mc.BDES,BDES,baseline,14,0.018647256227766033
DS18,mc.BDES,BDES,baseline,15,0.018774407007153462
DS18,mc.BDES,BDES,baseline,16,0.01903117220183681
DS18,mc.BDES,BDES,baseline,17,0.019054837597552533
DS18,mc.BDES,BDES,baseline,18,0.019613047854537866
DS18,mc.BDES,BDES,baseline,19,0.019632437531489123
DS18,mc.BDES,BDES,baseline,20,0.019461540859352512
DS18,mc.BDES,BDES,baseline,21,0.019250373261303147
DS18,mc.BDES,BDES,baseline,22,0.01913364214551857
DS18,mc.BDES,BDES,baseline,23,0.01988086406355295
DS18,mc.BDES,BDES,baseline,24,0.019693261372652385
DS18,mc.BDES,BDES,baseline,25,0.020303635904695097
DS18,mc.BDES,BDES,baseline,26,0.01949806009389348
DS18,mc.BDES,BDES,baseline,27,0.0192138939262684
DS18,mc.BDES,BDES,baseline,28,0.017505487897410472
DS18,mc.BDES,BDES,baseline,29,0.01819618537039025
DS18,mc.BDES,BDES,baseline,30,0.016935198009400992
DS18,mc.BDES,BDES,baseline,31,0.014887528377985489
DS18,mc.BDES,BDES,baseline,32,0.01323205392213674
DS18,mc.BDES,BDES,baseline,33,0.012445909766312373
DS18,mc.BDES,BDES,baseline,34,0.012512381278705749
DS18,mc.BDES,BDES,baseline,35,0.01164525716187886
DS18,mc.BDES,BDES,baseline,36,0.012021502946985561
DS18,mc.BDES,BDES,baseline,37,0.01156004228362552
DS18,mc.BDES,BDES,baseline,38,0.01170816312868342
DS18,mc.BDES,BDES,baseline,39,0.01066032844350939
DS18,mc.BDES,BDES,baseline,40,0.01077331208253343
DS18,mc.BDES,BDES,baseline,41,0.010701300035202916
DS18,mc.BDES,BDES,baseline,42,0.009395649586091313
DS18,mc.BDES,BDES,baseline,43,0.008719918041351983
DS18,mc.BDES,BDES,baseline,44,0.007873835568784137
DS18,mc.BDES,BDES,baseline,45,0.00785202629408362
DS18,mc.BDES,BDES,baseline,46,0.008436694354682316
DS18,mc.BDES,BDES,baseline,47,0.008252698872369306
DS18,mc.BDES,BDES,baseline,48,0.008827169957644099
DS18,mc.BDES,BDES,baseline,49,0.008956618780287902
DS18,mc.BDES,BDES,baseline,50,0.00909139157890829
DS18,mc.arima,arima,baseline,1,0.020887898356840424
DS18,mc.arima,arima,baseline,2,0.01877241691687625
DS18,mc.arima,arima,baseline,3,0.018844850811113936
DS18,mc.arima,arima,baseline,4,0.019698529138239922
DS18,mc.arima,arima,baseline,5,0.019402896794536117
DS18,mc.arima,arima,baseline,6,0.019400160799227274
DS18,mc.arima,arima,baseline,7,0.019468277009726278
DS18,mc.arima,arima,baseline,8,0.021401386688750964
DS18,mc.arima,arima,baseline,9,0.020159436758095558
DS18,mc.arima,arima,baseline,10,0.02020282227327445
DS18,mc.arima,arima,baseline,11,0.020158815658798748
DS18,mc.arima,arima,baseline,12,0.020202303257161255
DS18,mc.arima,arima,baseline,13,0.020272205853993436
DS18,mc.arima,arima,baseline,14,0.02027960781695659
DS18,mc.arima,arima,baseline,15,0.020977014496596832
DS18,mc.arima,arima,baseline,16,0.021306984169401542
