"iteration","point_index","ctrl_x","ctrl_phi","ctrl_deriv"
1,1,-0.123043,1,0
1,2,0.00374999999999998,0,0
1,3,0.125,1,0
2,1,-0.123333,1,0
2,2,0.00329700000000002,0,0
2,3,0.124167,1,0
