dataset_id,workflow,model_family,strategy,iteration,rmse
DS22,mc.BDES,BDES,baseline,1,90.01017096320476
DS22,mc.BDES,BDES,baseline,2,66.24337624873885
DS22,mc.BDES,BDES,baseline,3,61.39828778896343
DS22,mc.BDES,BDES,baseline,4,22.132846389468966
DS22,mc.BDES,BDES,baseline,5,171.08482798098743
DS22,mc.BDES,BDES,baseline,6,110.38626565964547
DS22,mc.BDES,BDES,baseline,7,80.18663492366811
DS22,mc.BDES,BDES,baseline,8,74.17152368095114
DS22,mc.BDES,BDES,baseline,9,155.98984246417874
DS22,mc.BDES,BDES,baseline,10,150.02565539570446
DS22,mc.BDES,BDES,baseline,11,150.1374298020255
DS22,mc.BDES,BDES,baseline,12,144.17625359102234
DS22,mc.BDES,BDES,baseline,13,145.60814241689533
DS22,mc.BDES,BDES,baseline,14,147.15626322812247
DS22,mc.BDES,BDES,baseline,15,145.67790444278003
DS22,mc.BDES,BDES,baseline,16,165.98587722144984
DS22,mc.BDES,BDES,baseline,17,161.5257299299407
DS22,mc.BDES,BDES,baseline,18,158.5421640589344
DS22,mc.BDES,BDES,baseline,19,157.9516178000573
DS22,mc.BDES,BDES,baseline,20,157.8833460168134
DS22,mc.BDES,BDES,baseline,21,155.75726123537294
DS22,mc.BDES,BDES,baseline,22,154.82244998989248
DS22,mc.BDES,BDES,baseline,23,66.37646950109216
DS22,mc.BDES,BDES,baseline,24,196.75663651815972
DS22,mc.BDES,BDES,baseline,25,112.98370282637761
DS22,mc.BDES,BDES,baseline,26,73.82838759919868
DS22,mc.BDES,BDES,baseline,27,74.61564031343113
DS22,mc.BDES,BDES,baseline,28,72.03184380098648
DS22,mc.BDES,BDES,baseline,29,118.50882532042647
DS22,mc.BDES,BDES,baseline,30,102.38043391504469
DS22,mc.BDES,BDES,baseline,31,212.22787065764322
DS22,mc.BDES,BDES,baseline,32,244.85797462995131
DS22,mc.BDES,BDES,baseline,33,81.54507036113387
DS22,mc.BDES,BDES,baseline,34,81.41803174375599
DS22,mc.BDES,BDES,baseline,35,82.15275639373284
DS22,mc.BDES,BDES,baseline,36,83.02863386442793
DS22,mc.BDES,BDES,baseline,37,38.111521345128715
DS22,mc.BDES,BDES,baseline,38,73.94633971461069
DS22,mc.BDES,BDES,baseline,39,144.38557520297869
DS22,mc.BDES,BDES,baseline,40,161.8144332495139
DS22,mc.BDES,BDES,baseline,41,75.5218027439819
DS22,mc.BDES,BDES,baseline,42,222.40589099551275
DS22,mc.BDES,BDES,baseline,43,260.58085369872146
DS22,mc.BDES,BDES,baseline,44,262.1172503892267
DS22,mc.BDES,BDES,baseline,45,151.00959803787495
DS22,mc.BDES,BDES,baseline,46,139.02873357230098
DS22,mc.BDES,BDES,baseline,47,84.17788052351281
DS22,mc.BDES,BDES,baseline,48,186.8563545366109
DS22,mc.BDES,BDES,baseline,49,37.30777791299991
DS22,mc.BDES,BDES,baseline,50,15.931073893865555
DS22,mc.arima,arima,baseline,1,100.42700812176757
DS22,mc.arima,arima,baseline,2,73.62777523659847
DS22,mc.arima,arima,baseline,3,68.53121910088737
DS22,mc.arima,arima,baseline,4,24.012445893122212
DS22,mc.arima,arima,baseline,5,180.87266815741413
DS22,mc.arima,arima,baseline,6,135.34552659763978
DS22,mc.arima,arima,baseline,7,100.76415070810737
DS22,mc.arima,arima,baseline,8,91.35296168594367
DS22,mc.arima,arima,baseline,9,198.63022266830774
DS22,mc.arima,arima,baseline,10,194.6244232689428
DS22,mc.arima,arima,baseline,11,194.6160446191563
DS22,mc.arima,arima,baseline,12,185.3178277219221
DS22,mc.arima,arima,baseline,13,185.4189309372797
DS22,mc.arima,arima,baseline,14,187.60112305992934
DS22,mc.arima,arima,baseline,15,188.5792208349531
DS22,mc.arima,arima,baseline,16,126.6745896857692
DS22,mc.arima,arima,baseline,17,125.15259653737975
DS22,mc.arima,arima,baseline,18,120.76809601743317
DS22,mc.arima,arima,baseline,19,147.27996221327072
DS22,mc.arima,arima,baseline,20,147.28491581053504
DS22,mc.arima,arima,baseline,21,147.58362102299145
DS22,mc.arima,arima,baseline,22,147.4223886373122
DS22,mc.arima,arima,baseline,23,70.71977634112645
DS22,mc.arima,arima,baseline,24,201.69659699214807
DS22,mc.arima,arima,baseline,25,100.0208251719853
DS22,mc.arima,arima,baseline,26,67.48273405715175
DS22,mc.arima,arima,baseline,27,67.75007436962888
DS22,mc.arima,arima,baseline,28,67.11526879833376
DS22,mc.arima,arima,baseline,29,112.3827691709389
DS22,mc.arima,arima,baseline,30,102.65899106192596
DS22,mc.arima,arima,baseline,31,218.5344558418759
DS22,mc.arima,arima,baseline,32,253.45116523813766
DS22,mc.arima,arima,baseline,33,90.08078916424047
DS22,mc.arima,arima,baseline,34,90.07671518222624
DS22,mc.arima,arima,baseline,35,90.07666268574566
DS22,mc.arima,arima,baseline,36,90.23280121163025
DS22,mc.arima,arima,baseline,37,31.1690791115847
DS22,mc.arima,arima,baseline,38,83.0969243788779
DS22,mc.arima,arima,baseline,39,158.9547388862062
DS22,mc.arima,arima,baseline,40,175.0605873191299
DS22,mc.arima,arima,baseline,41,83.25612132598332
DS22,mc.arima,arima,baseline,42,231.05327018140954
