dataset_id,workflow,model_family,strategy,iteration,rmse
DS07,mc.BDES,BDES,baseline,1,0.07862469322808424
DS07,mc.BDES,BDES,baseline,2,0.07929815361556727
DS07,mc.BDES,BDES,baseline,3,0.07922668460600735
DS07,mc.BDES,BDES,baseline,4,0.08005629114835949
DS07,mc.BDES,BDES,baseline,5,0.08019841611368672
DS07,mc.BDES,BDES,baseline,6,0.080066407481545
DS07,mc.BDES,BDES,baseline,7,0.08012370373160994
DS07,mc.BDES,BDES,baseline,8,0.08004908735322779
DS07,mc.BDES,BDES,baseline,9,0.08032989462969686
DS07,mc.BDES,BDES,baseline,10,0.07996699421540308
DS07,mc.BDES,BDES,baseline,11,0.07996406108797047
DS07,mc.BDES,BDES,baseline,12,0.07991600320968782
DS07,mc.BDES,BDES,baseline,13,0.08003079259720625
DS07,mc.BDES,BDES,baseline,14,0.08005687228366322
DS07,mc.BDES,BDES,baseline,15,0.07996313298895973
DS07,mc.BDES,BDES,baseline,16,0.08036716559593156
DS07,mc.BDES,BDES,baseline,17,0.08036818493241948
DS07,mc.BDES,BDES,baseline,18,0.07986362775190059
DS07,mc.BDES,BDES,baseline,19,0.07935065381905378
DS07,mc.BDES,BDES,baseline,20,0.07931620689354496
DS07,mc.BDES,BDES,baseline,21,0.07922180252154286
DS07,mc.BDES,BDES,baseline,22,0.07928225265442253
DS07,mc.BDES,BDES,baseline,23,0.07900173553126323
DS07,mc.BDES,BDES,baseline,24,0.07764146232787121
DS07,mc.BDES,BDES,baseline,25,0.0774116701245287
DS07,mc.BDES,BDES,baseline,26,0.0774565514156674
DS07,mc.BDES,BDES,baseline,27,0.0775315053321383
DS07,mc.BDES,BDES,baseline,28,0.0773531756260053
DS07,mc.BDES,BDES,baseline,29,0.0770906705698047
DS07,mc.BDES,BDES,baseline,30,0.07690435836914414
DS07,mc.BDES,BDES,baseline,31,0.07673736227581662
DS07,mc.BDES,BDES,baseline,32,0.0776516374249113
DS07,mc.BDES,BDES,baseline,33,0.07784331385279954
DS07,mc.BDES,BDES,baseline,34,0.07751384507318104
DS07,mc.BDES,BDES,baseline,35,0.0774761026510662
DS07,mc.BDES,BDES,baseline,36,0.07660089348659603
DS07,mc.BDES,BDES,baseline,37,0.07664341888170448
DS07,mc.BDES,BDES,baseline,38,0.07621725799294238
DS07,mc.BDES,BDES,baseline,39,0.07609046759043549
DS07,mc.BDES,BDES,baseline,40,0.07533983545614295
DS07,mc.BDES,BDES,baseline,41,0.07485312643686243
DS07,mc.BDES,BDES,baseline,42,0.07465597406520254
DS07,mc.BDES,BDES,baseline,43,0.07515814634140078
DS07,mc.BDES,BDES,baseline,44,0.07512184773451583
DS07,mc.BDES,BDES,baseline,45,0.07487725368494257
DS07,mc.BDES,BDES,baseline,46,0.07479160340499466
DS07,mc.BDES,BDES,baseline,47,0.07434507687286725
DS07,mc.BDES,BDES,baseline,48,0.07377799509348015
DS07,mc.BDES,BDES,baseline,49,0.07376331726559746
DS07,mc.BDES,BDES,baseline,50,0.07523654047043872
DS07,mc.arima,arima,baseline,1,0.08008815720508385
DS07,mc.arima,arima,baseline,2,0.08047438829957818
DS07,mc.arima,arima,baseline,3,0.08042709544969225
DS07,mc.arima,arima,baseline,4,0.0823689698495145
DS07,mc.arima,arima,baseline,5,0.0825335069624984
DS07,mc.arima,arima,baseline,6,0.08246486137101675
DS07,mc.arima,arima,baseline,7,0.08116659882210474
DS07,mc.arima,arima,baseline,8,0.08242417359275446
DS07,mc.arima,arima,baseline,9,0.08140649979385399
DS07,mc.arima,arima,baseline,10,0.08128851275847722
DS07,mc.arima,arima,baseline,11,0.0809215767046969
DS07,mc.arima,arima,baseline,12,0.0822012872971668
DS07,mc.arima,arima,baseline,13,0.0809682579942783
DS07,mc.arima,arima,baseline,14,0.0809923422762578
DS07,mc.arima,arima,baseline,15,0.08208275950435238
DS07,mc.arima,arima,baseline,16,0.0822936760031199
DS07,mc.arima,arima,baseline,17,0.08113207582573434
DS07,mc.arima,arima,baseline,18,0.08051074831875545
DS07,mc.arima,arima,baseline,19,0.08040173170027112
DS07,mc.arima,arima,baseline,20,0.08044861572933977
DS07,mc.arima,arima,baseline,21,0.0801122747555638
DS07,mc.arima,arima,baseline,22,0.08030541221591127
DS07,mc.arima,arima,baseline,23,0.0798428800682772
DS07,mc.arima,arima,baseline,24,0.07857773001321745
DS07,mc.arima,arima,baseline,25,0.07980595652920483
DS07,mc.arima,arima,baseline,26,0.07847967081800333
DS07,mc.arima,arima,baseline,27,0.07842458568212105
DS07,mc.arima,arima,baseline,28,0.07982792956951552
DS07,mc.arima,arima,baseline,29,0.07962797178759204
DS07,mc.arima,arima,baseline,30,0.07796193485622822
DS07,mc.arima,arima,baseline,31,0.07783943737104146
DS07,mc.arima,arima,baseline,32,0.08024290350795141
DS07,mc.arima,arima,baseline,33,0.07897639496648749
DS07,mc.arima,arima,baseline,34,0.0785091925800833
DS07,mc.arima,arima,baseline,35,0.078640981678612
DS07,mc.arima,arima,baseline,36,0.07928282789994476
DS07,mc.arima,arima,baseline,37,0.07927719042035787
DS07,mc.arima,arima,baseline,38,0.07893193286936362
DS07,mc.arima,arima,baseline,39,0.07751253192623499
DS07,mc.arima,arima,baseline,40,0.07689951520532906
DS07,mc.arima,arima,baseline,41,0.07637590971351366
DS07,mc.arima,arima,baseline,42,0.07755627731501588
DS07,mc.arima,arima,baseline,43,0.07811231595618233
DS07,mc.arima,arima,baseline,44,0.07657263067672128
DS07,mc.arima,arima,baseline,45,0.07637050142024063
DS07,mc.arima,arima,baseline,46,0.0762857225457718
DS07,mc.arima,arima,baseline,47,0.07584618429862333
DS07,mc.arima,arima,baseline,48,0.07699105410194972
DS07,mc.arima,arima,baseline,49,0.07536669433898542
DS07,mc.arima,arima,baseline,50,0.07665559977089843
DS07,mc.lm_OVERB,lm,OVERB,1,0.08781759707231782
DS07,mc.lm_OVERB,lm,OVERB,2,0.0884037422353202
DS07,mc.lm_OVERB,lm,OVERB,3,0.08828635915632699
DS07,mc.lm_OVERB,lm,OVERB,4,0.08885414299218265
DS07,mc.lm_OVERB,lm,OVERB,5,0.08790922384746343
DS07,mc.lm_OVERB,lm,OVERB,6,0.08769109968732805
DS07,mc.lm_OVERB,lm,OVERB,7,0.0882045770862891
DS07,mc.lm_OVERB,lm,OVERB,8,0.08746012298197614
DS07,mc.lm_OVERB,lm,OVERB,9,0.08817985641725183
DS07,mc.lm_OVERB,lm,OVERB,10,0.08750904033899877
DS07,mc.lm_OVERB,lm,OVERB,11,0.08728812586802594
DS07,mc.lm_OVERB,lm,OVERB,12,0.08698902852537961
DS07,mc.lm_OVERB,lm,OVERB,13,0.08654877019580216
DS07,mc.lm_OVERB,lm,OVERB,14,0.08672542312763207
DS07,mc.lm_OVERB,lm,OVERB,15,0.08636049541290913
DS07,mc.lm_OVERB,lm,OVERB,16,0.0862473477009328
DS07,mc.lm_OVERB,lm,OVERB,17,0.08688468998798164
DS07,mc.lm_OVERB,lm,OVERB,18,0.08547855912307407
DS07,mc.lm_OVERB,lm,OVERB,19,0.08568206349225355
DS07,mc.lm_OVERB,lm,OVERB,20,0.08561092224923146
